ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,info_session_self_reported_demand,info_session_link_clicked,gives_ad_check_company,gives_ad_check_email,prior_companies_1,prior_own_company,prior_own_company_c,prior_belief_platforms,info_treatment_response,posterior_belief,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,consumer_info_demand_yes,requests_full_ad_check,platform_choice_misinfo,donation_GDI,requested_survey_info,US_HQ,treated,female,male,full_time_employee,big_business,long_role,not_biased,verified_title_category,final_role_type,DM,verified_title,DM_category,self_reported_DM,verified_DM,final_exec,final_marketing,final_manager,final_other,appears_on_misinfo_vF,appears_in_MP_data_vF,correct_company_beliefs,follow_up_type,follow_up_ad_check_surprise,surprised_by_ad_check
R_2dtlb45dGPQ4IDM,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,70,No,Somewhat sure,80,I have carefully read the above information.,350,I would not like to receive this information.,DataKind,United States of America,101 to 1000,Between 1 year to less than 5 years,Education,,Yes,Female,Agree,Slightly left-wing biased,To understand how people typically view misinformation,,Treatment,0,0,0,0,0,1,1,1,0,1,1,0,0,,"Manager of advertising, marketing, promotions, public relations or sales ",1,0,self_reported_DM,1,0,0,1,1,0,0,0,1,,,None
R_3Es50p6KUIvmYGS,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,80,No,Sure,80,I have carefully read the above information.,650,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,11 to 100,Between 1 year to less than 5 years,Other (please specify),Nonprofit,Yes,Male,Strongly agree,Not biased,Attitudes about misinformation sites,,Treatment,1,1,1,0,1,1,1,0,1,1,0,0,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,1,1,0,0,1,0,0,0,1,,,None
R_2D6XbQQco9xf3eX,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,100,No,Very unsure,100,I have carefully read the above information.,90,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,"1001 to 10,000",20 or more years,Technology,,I don't know,Male,Neither agree nor disagree,Not biased,product market research,,Treatment,1,1,0,1,1,1,1,0,1,1,1,1,1,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)","Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,1,verified_DM,1,1,0,0,1,0,0,0,1,exec_follow_up_no_info,Unsurprising,0
R_2CoWU4xcQpRehgS,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Strongly disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,70,No,Sure,70,,90,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,101 to 1000,Between 1 year to less than 5 years,"Government, Politics or Religion",,I don't know,Female,Agree,Slightly left-wing biased,Ads on misinformation sites,,Control,1,1,1,1,0,1,0,1,0,1,1,0,0,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)","Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",0,1,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_246h1hf8mzuk31d,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I have signed up for this consultation.,1,0,0,50,No,Very sure,80,,1000,I would not like to receive this information.,The Global Disinformation Index,United States of America,101 to 1000,Between 1 year to less than 5 years,Health,,Yes,Male,Neither agree nor disagree,Not biased,Present information on disinformation without scientific fact,,Control,1,0,0,1,0,1,0,0,1,0,1,0,1,,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",0,0,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_3RrMOXeqdoldYrC,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Agree,Somewhat agree,Agree,Disagree,Disagree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,40,No,Sure,99,,4000,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,11 to 100,Between 1 year to less than 5 years,Technology,,No,Male,Agree,Slightly left-wing biased,"Understand how managers at companies think about ads, and how important it is for them to avoid putting ads on misinformation websites","The survey was not what I expected when clicking the link to get here. Having more context about what I was getting into would have been helpful. Or if such context was given, I missed it. Definitely one of the odder surveys I have taken!",Control,1,1,0,0,1,1,0,0,1,1,0,0,0,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)","Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,1,non_DM,0,0,0,0,0,1,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_1GP8uUqVww6UTsk,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,RN Case Manager,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,60,No,Unsure,30,I have carefully read the above information.,80,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",20 or more years,Health,,I don't know,Female,Neither agree nor disagree,Not biased,,,Treatment,1,1,0,0,1,1,1,1,0,1,1,1,1,,Other occupation (please specify):,0,0,non_DM,0,0,0,0,0,1,0,0,1,exec_follow_up_no_info,Somewhat surprising,1
R_bxSF58WfeOIoTRf,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,75,Yes,Somewhat sure,60,I have carefully read the above information.,75,I would not like to receive this information.,DataKind,United States of America,101 to 1000,Between 5 years to less than 10 years,Education,,Yes,Female,Neither agree nor disagree,Not biased,To understand whether employees are aware that their ads could be on websites spreading misinformation and educating participants about what those sites are.,I work at a company that does workforce development. Your second to last content question was worded in a confusing matter that might skew results.,Treatment,0,0,0,0,1,1,1,1,0,1,1,1,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,0,1,0,0,1,0,0,0,0,,,None
R_2VOceLsEQHlsPA2,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,100,Yes,Sure,100,I have carefully read the above information.,100,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"More than 10,000",Between 1 year to less than 5 years,"Government, Politics or Religion",,Yes,Male,Agree,Not biased,Identify companiea preferneces of ad buying and how misinformation shapes them,,Treatment,1,1,1,1,1,1,1,0,1,1,1,0,1,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)","Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,1,non_DM,1,0,0,0,0,1,1,1,1,,,None
R_3qUsES0S4nODnSy,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,1,1,1,50,No,Sure,50,I have carefully read the above information.,200,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Germany,11 to 100,Between 1 year to less than 5 years,"Government, Politics or Religion",,Yes,Male,Agree,Not biased,Determine whether companies recognize that they are supporting mis-information/hate speech sites through advertising platforms,,Treatment,1,1,1,1,1,0,1,0,1,0,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Unsurprising,0
R_3GBw41sgTYwW2mp,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,80,No,Unsure,80,,75,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Health,,Yes,Male,Agree,Slightly left-wing biased,Employee / corporate attitudes and priorities related to the ethics of digital ad placement ,,Control,1,1,1,1,1,1,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_10wxz3OVZ2ShCTi,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,,1,1,97,No,Somewhat sure,1,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Brazil,11 to 100,Between 5 years to less than 10 years,Finance,,No,,Agree,Slightly left-wing biased,Inform and understand biases,i am afraid of censorship as much as misinformation and this guided my answers,Treatment,1,1,0,0,1,0,1,0,0,0,0,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_2dMiESPCeJd49vC,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,,1,1,15,No,Somewhat sure,30,I have carefully read the above information.,80,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,101 to 1000,Between 5 years to less than 10 years,Technology,,Yes,,Somewhat agree,Slightly left-wing biased,Make people aware of the risk of ads being placed on mis information sites,,Treatment,1,1,1,1,1,1,1,0,0,1,1,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Somewhat surprising,1
R_9YVRlX8fdpZRg1X,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,Other occupation (please specify):,,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,,1,1,10,No,Somewhat sure,3,I have carefully read the above information.,10,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Switzerland,0 to 10,Less than 1 year,Technology,,No,,Strongly agree,Not biased,,,Control,1,1,0,1,1,0,0,0,0,0,0,0,1,Other occupation (please specify):,Other occupation (please specify):,0,1,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_2UfQP005TT1azzK,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,,1,1,7,No,Somewhat sure,1,I have carefully read the above information.,5,I would not like to receive this information.,DataKind,Kuwait,"1001 to 10,000",Between 10 years to less than 20 years,Travel,,Yes,,Somewhat agree,Slightly right-wing biased,,,Control,1,1,0,0,0,0,0,0,0,1,1,1,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_2BsNPurNW0SqTqF,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,,1,1,50,No,Somewhat sure,3,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,"More than 10,000",Between 1 year to less than 5 years,Retail,,Yes,,Neither agree nor disagree,Not biased,,,Treatment,1,1,0,1,1,1,1,0,0,1,1,0,1,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)","Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,1,verified_DM,1,1,0,0,1,0,1,1,0,,,None
R_2QrYsCspH9qj1Q4,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Product Manager,I have carefully read the above information.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,1,1,0,No,Very sure,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Technology,,Yes,,Strongly disagree,Very left-wing biased,To presuppose that misinformation exists,,Control,1,1,1,0,1,1,0,0,0,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,0,1,0,0,1,0,1,1,0,,,None
R_2XiYYhNNRda7qsw,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,I would not like to receive this information.,I would not like to sign up for this consultation.,,1,1,60,No,Somewhat sure,10,I have carefully read the above information.,2,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,101 to 1000,Between 1 year to less than 5 years,Health,,I don't know,,Agree,Not biased,Enlighten people on spread of misinformation in some websites and how digital ad platform can reduce that.,,Treatment,0,1,1,1,1,1,1,0,0,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_1l4sf7pQslb6wFn,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,0,0,80,No,Sure,77,I have carefully read the above information.,72,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Hong Kong (S.A.R.),"More than 10,000",Between 10 years to less than 20 years,"Government, Politics or Religion",,Yes,,Somewhat agree,Slightly left-wing biased,To see how information about misinformation affect people's receptiveness to changing their advertising behavior,,Control,1,0,1,0,1,0,0,0,0,1,1,1,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_BsRyYW4hoep6itj,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Part-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,,1,1,50,No,Sure,25,I have carefully read the above information.,70,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,Between 1 year to less than 5 years,Other (please specify),Consulting across multiple industry categories,No,,Agree,Slightly left-wing biased,To raise awareness of the prevalence of mainstream companies appearing on misinformation websited,,Treatment,1,1,1,1,1,1,1,0,0,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_1DtBLqk5TQGqwM7,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,,1,1,25,Yes,Unsure,100,I have carefully read the above information.,33,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,"More than 10,000",Between 1 year to less than 5 years,Media & Entertainment,,Yes,,Neither agree nor disagree,Left-wing biased,Research product market fit for a hypothesized business,,Control,1,1,1,0,0,1,0,0,0,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,0,1,0,0,1,0,1,1,1,,,None
R_3pc2JQeYI5h08a6,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,0,0,20,No,Very sure,10,I have carefully read the above information.,80,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,France,0 to 10,Between 1 year to less than 5 years,Other (please specify),Consulting,No,,Somewhat agree,Slightly left-wing biased,To find out how many people trusted your survey. The survey was about influence.,,Treatment,1,0,1,1,1,0,1,0,0,0,0,0,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_3e3uozdgCDf8INY,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,I would not like to receive this information.,I would not like to sign up for this consultation.,,1,1,100,Yes,Unsure,10000,I have carefully read the above information.,100,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Brazil,101 to 1000,Between 5 years to less than 10 years,"Apparel, Accessories or Cosmetics",,Yes,,Agree,Slightly left-wing biased,Avoid the spread of fake news,"I have doubts about how to classify what is fake news without any bias, since it is often something not so objective and interpretative issues.",Treatment,0,1,0,0,1,0,1,0,0,1,1,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,1,1,exec_follow_up_non_misinfo,Very unsurprising,0
R_33k9XgDxcrAtwEM,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Executive Recruiter ,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,,0,0,75,Yes,Somewhat sure,50,I have carefully read the above information.,50,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 5 years to less than 10 years,Technology,,Yes,,Agree,Not biased,,,Treatment,0,0,0,0,0,1,1,0,0,1,1,1,1,,Other occupation (please specify):,0,0,non_DM,0,0,0,0,0,1,0,0,0,,,None
R_1nOYZul4FoP57zA,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,1,1,80,No,Unsure,60,I have carefully read the above information.,100,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,South Africa,0 to 10,Between 5 years to less than 10 years,Finance,,No,,Neither agree nor disagree,Not biased,,,Control,1,1,0,1,1,0,0,0,0,0,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_1CwDPQ6j8kjqs3B,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,,0,0,95,No,Very sure,95,I have carefully read the above information.,95,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,France,0 to 10,Between 1 year to less than 5 years,Business Solutions,,No,,Strongly agree,Not biased,Identify how firm could better manage their adds,,Control,1,0,0,1,1,0,0,0,0,0,0,0,1,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_RCBwsBQAjqsbg1r,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,1,1,100,Yes,Very sure,80,I have carefully read the above information.,90,I would not like to receive this information.,DataKind,Japan,"More than 10,000",20 or more years,Media & Entertainment,,Yes,,Neither agree nor disagree,Not biased,"Valid, very practical ",,Treatment,1,1,0,0,1,0,1,0,0,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,1,exec_follow_up_misinfo,Unsurprising,0
R_4JwXXRXguoWhvLb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,,1,1,60,No,Unsure,30,I have carefully read the above information.,80,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"More than 10,000",Between 1 year to less than 5 years,Technology,,Yes,,Agree,Not biased,Educate survey participants and their companies,,Treatment,1,1,1,1,1,1,1,0,0,1,1,0,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,1,1,0,0,1,0,1,1,0,,,None
